"College Code","Name of the College/Institution","University","State","District Name","Pincode","Institute Email","Institute Type","Accreditation Type","Accreditation Valid Upto","Status"
"22143            		  View Course","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (CIPET), DEHARADUN","DEPARTMENT OF CHEMICALS AND PETROCHEMICALS","Uttarakhand","Dehradun","248140","dehradun@cipet.gov.in","Government","","Not Available","Active"
"22144            		  View Course","BRAHMADEV SINGH SUMITRA COLLEGE","Magadh University, Bodh Gaya","Bihar","Nawada","805108","","Private","","Not Available","Active"
"22146            		  View Course","DR. RAM NARAYAN PRASAD COLLEGE","Magadh University, Bodh Gaya","Bihar","Arwal","804401","","Private","","Not Available","Active"
"22147            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, BHOPAL","INDIRA GANDHI NATIONAL OPEN UNIVERSITY","Madhya Pradesh","Bhopal","462016","PRINCIPAL@IHMBHOPAL.AC.IN","Government","","Not Available","Active"
"22148            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, THIRUVANANTHAPURAM","Indira Gandhi National Open University","Kerala","Thiruvananthapuram","695527","principal@ihmctkovalam.org","Government","","Not Available","Active"
"22149            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, DEHRADUN","Indira Gandhi National Open University","Uttarakhand","Dehradun","248003","ihmdehradun@gmail.com","Government","","Not Available","Active"
"22150            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, GUWAHATI","NCHMCT","Assam","GUWAHATI","781036","ihmctanghy@gmail.com","Government","","Not Available","Active"
"22151            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, HAJIPUR","Jawaharlal Nehru University, New Delhi/  Indira Gandhi National Open University","Bihar","Vaishali","844102","hajipurihm@gmail.com","Government","","Not Available","Active"
"22152            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, GWALIOR","Indira Gandhi National Open University","Madhya Pradesh","Gwalior","474005","ihmgwl@gmail.com","Government","","Not Available","Active"
"22154            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, BHUBANESWAR","Indira Gandhi National Open University","Odisha","Bhubaneswar","751010","hospitality@ihmbbs.org","Government","","Not Available","Active"
"22155            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, CHENNAI","Indira Gandhi National Open University/ Jawaharlal Nehru University, New Delhi/ National Council for Hotel Management & Catering Technology","Tamil Nadu","Chennai","600113","ihmtaramani@gmail.com","Government","","Not Available","Active"
"22156            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, LUCKNOW","Indira Gandhi National Open University/ Jawaharlal Nehru University, New Delhi/ NCHMCT","Uttar Pradesh","Lucknow","226024","ihmlucknow@gmail.com","Government","","Not Available","Active"
"22157            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, JAIPUR","Indira Gandhi National Open University/ Jawaharlal Nehru University, New Delhi","Rajasthan","Jaipur","302016","ihm_jpr@rediffmail.com","Government","","Not Available","Active"
"22158            		  View Course","INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, KOLKATA","Jawaharlal Nehru University, New Delhi/  Indira Gandhi National Open University","West Bengal","Kolkata","700088","administration@ihmkol.org","Government","","Not Available","Active"
"22159            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, NOIDA","AUTONOMOUS","Uttar Pradesh","Gautam Buddh Nagar","201301","contact@fddiindia.com","Government","","Not Available","Active"
"22160            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, MUMBAI","AUTONOMOUS","Maharashtra","Mumbai","400028","contact@fddiindia.com","Government","","Not Available","Active"
"22161            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, ANKLESHWAR","AUTONOMOUS","Gujarat","Bharuch","393002","admission@fddiindia.com","Government","","Not Available","Active"
"22162            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, KANCHEEPURAM","AUTONOMOUS","Tamil Nadu","Kanchipuram","602117","chennaicampus@fddiindia.com","Government","","Not Available","Active"
"22163            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, KOLKATA","AUTONOMOUS","West Bengal","Kolkata","743502","ranjeet@fddiindia.co","Government","","Not Available","Active"
"22165            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, JODHPUR","AUTONOMOUS","Rajasthan","Jodhpur","342304","jodhpurcampus@fddiindia.com","Government","","Not Available","Active"
"22166            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, HYDERABAD","AUTONOMOUS","Telangana","Hyderabad","500104","hyderabadcampus@fddiindia.com","Government","","Not Available","Active"
"22167            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, MOHALI","AUTONOMOUS","Punjab","Sahibzada Ajit Singh Nagar","140601","chandigarhcampus@fddiindia.com","Government","","Not Available","Active"
"22168            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, GUNA","AUTONOMOUS","Madhya Pradesh","Guna","473001","gunacampus@fddiindia.com","Government","","Not Available","Active"
"22169            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, ROHTAK","AUTONOMOUS","Haryana","Rohtak","124001","rohtakcampus@fddiindia.com","Government","","Not Available","Active"
"22170            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, PATNA","AUTONOMOUS","Bihar","Patna","801103","patnacampus@fddiindia.com","Government","","Not Available","Active"
"22171            		  View Course","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE, CHHINDWARA","AUTONOMOUS","Madhya Pradesh","Chhindwara","480001","chhindwaracampus@fddiindia.com","Government","","Not Available","Active"
"22172            		  View Course","EXALT COLLEGE OF ENGINEERING AND TECHNOLOGY","AKU/ Bihar Engineering University, Patna","Bihar","Vaishali","844101","exaltexamdeptt@gmail.com","Private","","Not Available","Active"
"22173            		  View Course","RASHTRIYA RAKSHA UNIVERSITY","PIONEERING NATIONAL SECURITY AND POLICE UNIVERSITY OF INDIA","Gujarat","Gandhinagar","382305","registrar@rru.ac.in","Government","","Not Available","Active"
"22174            		  View Course","CH. DEVI LAL STATE INSTITUTE OF ENGINEERING AND TECHNOLOGY","Chaudhary Devi Lal University, Sirsa","Haryana","Sirsa","125077","directorcdlsiet@gmail.com","Government","","Not Available","Active"
"22175            		  View Course","NORTH BENGAL MEDICAL COLLEGE","West Bengal University of Health Sciences, Kolkata","West Bengal","Darjeeling","734012","prin_nmbmc@wbhealth.gov.in","Government","","Not Available","Active"
"22176            		  View Course","CENTRAL UNIVERSITY OF GUJARAT","Central University of Gujarat","Gujarat","Gandhinagar","302030","coe.cug@cug.ac.in","Government","","Not Available","Active"
"22177            		  View Course","ICAR NATIONAL DAIRY RESEARCH INSTITUTE, KARNAL (HARYANA)","Deemed University","Haryana","Karnal","132001","academiccoordinator.ndri@gmail.com","Government","","Not Available","Active"
"22178            		  View Course","MAHARASHTRA NATIONAL LAW UNIVERSITY, MUMBAI","Maharashtra National Law University, Mumbai","Maharashtra","Mumbai","400076","admission@mnlumumbai.edu.in","Government","","Not Available","Active"
"22179            		  View Course","MAHILA MAHAVIDYALAYA","Banaras Hindu University","Uttar Pradesh","Varanasi","221005","principalmmvbhu@gmail.com","Government","","Not Available","Active"
"22180            		  View Course","INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, RAICHUR","Autonomous","Karnataka","Raichur","584135","info@iiitr.ac.in","Government","","Not Available","Active"
"22181            		  View Course","NATIONAL INSTITUTE OF FASHION TECHNOLOGY, PANCHKULA","AUTONOMOUS","Haryana","Panchkula","134116","info.niftpanchkula@nift.ac.in","Government","","Not Available","Active"
"22182            		  View Course","GOVERNMENT GIRLS POLYTECHNIC, RISIYA, NANPARA, BAHARAICH","Board of Technical Education, Uttar Pradesh, Lucknow","Uttar Pradesh","Bahraich","271802","ggp.risia@gmail.com","Government","","Not Available","Active"
"22183            		  View Course","KIET GROUP OF INSTITUTIONS","DR. A.P.J Abdul Kalam Technical University","Uttar Pradesh","Ghaziabad","201206","director@kiet.edu","Private","NAAC","2027-01-03","Active"
"22184            		  View Course","ACADEMY OF MARITIME EDUCATION AND TRAINING (AMET)","Deemed To Be University","Tamil Nadu","Vellore","603112","vc@ametuniv.ac.in","Private","NAAC","2026-09-12","Active"
"22185            		  View Course","INSTITUTE OF MANAGEMENT STUDIES","Choudhary Charan Singh University","Uttar Pradesh","Ghaziabad","201015","director@imsuc.in","Private","NAAC","2026-09-19","Active"
"22186            		  View Course","KRISHNA INSTITUTE OF MEDICAL SCIENCE","Deemed To Be University","Maharashtra","Satara","415539","directoriqac@kimskarad.in","Private","NAAC","2026-10-19","Active"
"22187            		  View Course","UTTARANCHAL UNIVERSITY","Uttaranchal University","Uttarakhand","Dehradun","248007","iqac@uttaranchaluniversity.ac.in","Private","NAAC","2027-01-10","Active"
"22189            		  View Course","DR. D. Y. PATIL INSTITUTE OF TECHNOLOGY","Savitribai Phule Pune University","Maharashtra","Pune","411018","info.engg@dypvp.edu.in","Private","NBA","2025-06-30","Active"
"22190            		  View Course","CHANDIGARH COLLEGE OF PHARMACY","Punjab Technical University, Jalandhar","Punjab","Sahibzada Ajit Singh Nagar","140307","director.ccp@cgc.edu.in","Private","NIRF","Not Available","Active"
"22191            		  View Course","BML MUNJAL UNIVERSITY","BML MUNJAL UNIVERSITY","Haryana","Gurgaon","122413","info@bmu.edu.in","Private","NIRF","Not Available","Active"
"22192            		  View Course","CHANDIGARH ENGINEERING COLLEGE","I.K. Gujral Punjab Technical University, Jalandhar","Punjab","Sahibzada Ajit Singh Nagar","140307","info@cgc.edu.in","Private","NIRF","Not Available","Active"
"22193            		  View Course","DR. D. Y. PATIL VIDYAPEETH","Deemed to be University","Maharashtra","Pune","411018","registrar@dpu.edu.in","Private","NIRF","Not Available","Active"
"22194            		  View Course","THE NORTHCAP UNIVERITY","The Northcap Univerity","Haryana","Gurgaon","122017","ncu@ncuindia.edu","Private","NIRF","Not Available","Active"
"22195            		  View Course","BRADFORD INTERNATIONAL BUSINESS SCHOOL, DIDARGANJ, PATNA","Aryabhatta Knowledge University, Patna","Bihar","Patna","800009","bradfordinternational2021@gmail.com","Private","","Not Available","Active"
"22196            		  View Course","GOVT. POLYTECHNIC, AURANGABAD","SBTE","Bihar","Aurangabad","824102","PRINCIPALPOLYAURANGABAD@GMAIL.COM","Government","","Not Available","Active"
"22197            		  View Course","MAHARSHI DAYANAND INSTITUTE OF NURSING","Bihar Nurses Registration Council Patna/Bihar University of Health Sciences/ Aryabhatta Knowledge University, Patna","Bihar","Darbhanga","847101","DRSHASHINATHJHA@GMAIL.COM","Private","","Not Available","Active"
"22198            		  View Course","S.B.A.N COLLEGE, DARHETA, LARI","MAGADH UNIVERSITY","Bihar","Arwal","804421","SBANCDARHETALARI@GMAIL.COM","Government","","Not Available","Active"
"22201            		  View Course","KALASALINGAM ACADEMY OF RESEARCH AND  EDUCATION","DEEMED TO BE UNIVERSITY","Tamil Nadu","Virudhunagar","626128","DIRECTORIEDC@KLU.AC.IN","Private","NIRF","Not Available","Active"
"22202            		  View Course","DR. M. G. R. EDUCATIONAL AND RESEARCH INSTITUTE","DEEMED TO BE UNIVERSITY","Tamil Nadu","Chennai","600095","CONTACT@DRMGRDU.AC.IN","Private","NIRF","Not Available","Active"
"22203            		  View Course","CHAMPARAN COLLEGE OF PROFESSIONAL EDUCATION, PURNAHIA, GHODASAHAN, EAST CHAMPARAN","Aryabhatta Knowledge University, Patna","Bihar","East Champaran","845303","collegeccpe@gmail.com","Private","","Not Available","Active"
"22204            		  View Course","CHANAKYA COLLEGE OF EDUCATION, DULHIN BAZAR, PATNA","Aryabhatta Knowledge University, Patna, Bihar University of Health Sciences, Patna","Bihar","Patna","801503","info@chanakyacollegeofedu.com","Private","","Not Available","Active"
"22205            		  View Course","PRASHANT NURSING TRAINING COLLEGE, MUZAFFARPUR","Aryabhatta Knowledge University, Patna","Bihar","Muzaffarpur","842001","","Private","","Not Available","Active"
"22206            		  View Course","S.K. GLOBAL SCHOOL OF HEALTH SCIENCE, MUZAFFARPUR","Aryabhatta Knowledge University, Patna, Bihar University of Health Sciences, Patna","Bihar","Muzaffarpur","843119","skglobal099@gmail.com","Private","","Not Available","Active"
"22207            		  View Course","MAA KAMLA CHANDRIKA JEE VIDYAPEETH, JEHANABAD","Aryabhatta Knowledge University, Patna,  Bihar University of Health Sciences, Patna","Bihar","Jehanabad","801303","prakashgaurav42@gmail.com","Private","","Not Available","Active"
"22208            		  View Course","ASHOKA COLLEGE OF PROFESSIONAL STUDIES, NAGARNAUSA, NALANDA","Aryabhatta Knowledge University, Patna","Bihar","Nalanda","801305","","Private","","Not Available","Active"
"22209            		  View Course","CHANAKYA INSTITUTE OF MANAGEMENT AND HIGHER STUDIES, KOILWAR, BHOJPUR","Aryabhatta Knowledge University, Patna","Bihar","Bhojpur","802160","chanakyafoundation9@gmail.com","Private","","Not Available","Active"
"22210            		  View Course","DHANARUA TRAINING INSTITUTE, DHANARUA, PATNA","Aryabhatta Knowledge University, Patna","Bihar","Patna","804451","DHANARUATRAININGINSTITUTE@GMAIL.COM","Private","","Not Available","Active"
"22212            		  View Course","FATUHA PROFESSIONAL TRAINING INSTITUTE, JETHULI","Aryabhatta Knowledge University, Patna","Bihar","Patna","803201","fatuhaprofessional@gmail.com","Private","","Not Available","Active"
"22213            		  View Course","GAUTAM COLLEGE, BHAGANBIGHA, NALANDA","Aryabhatta Knowledge University, Patna","Bihar","Nalanda","803118","","Private","","Not Available","Active"
"22214            		  View Course","HIMALAYA COLLEGE OF PROFESSIONAL EDUCATION, PALIGANJ, PATNA","Aryabhatta Knowledge University, Patna","Bihar","Patna","801110","hcpechiksi@gmail.com","Private","","Not Available","Active"
"22215            		  View Course","IMPERIAL COLLEGE OF BUSINESS AND SCIENCE, SHAHPUR, DULHIN BAZAR, BIKRAM PATNA","Aryabhatta Knowledge University, Patna","Bihar","Patna","801109","icbs2021aku@gmail.com","Private","","Not Available","Active"
"22216            		  View Course","KRISHNA INSTITUTE OF  IT AND MANAGEMENT, SINGHIA KHURD, MUFASSIL, SAMASTIPUR","Aryabhatta Knowledge University, Patna","Bihar","Samastipur","848113","","Private","","Not Available","Active"
"22217            		  View Course","MATA SITA SUNDAR COLLEGE OF EDUCATION, SITAMARHI","Aryabhatta Knowledge University, Patna","Bihar","Sitamarhi","843323","msscesitamarhi@gmail.com","Private","","Not Available","Active"
"22218            		  View Course","MONA COLLEGE OF PROFESSIONAL EDUCATION, AGAMKUAN, PATNA","Aryabhatta Knowledge University, Patna","Bihar","Patna","800007","monaprofessionaleducation@gmail.com","Private","","Not Available","Active"
"22219            		  View Course","OXFORD BUSINESS COLLEGE, PATNA","Patliputra University and ARYABHATTA KNOWLEDGE UNIVERSITY","Bihar","Patna","800016","oxfordbcollege@gmail.com","Private","","Not Available","Active"
